merchant_id,creation_date,name,street,state,city,country,contact_number
MERCHANT1910,2021-08-03 09:35:36,The DocGraph Journal,74008 Crescent ville,Georgia,Columbus,United States of America,327-519-3675
MERCHANT37836,2023-01-19 02:36:40,MapQuest,388 Junctions ville,Texas,Nashville-Davidson,Spain,270-897-5840
MERCHANT11275,2022-06-13 23:49:45,Unigo LLC,172 Island fort,Vermont,North Las Vegas,Costa Rica,500-070-6208
MERCHANT23983,2020-04-07 09:19:23,Geolytics,8108 West Alley ton,Iowa,Milwaukee,Iceland,793-062-2096
MERCHANT22390,2020-02-13 14:16:08,Clean Power Finance,240 Point mouth,Missouri,Wichita,Poland,802-525-9429
MERCHANT34311,2020-03-21 19:48:56,ASC Partners,3913 Lake Fort chester,Maine,Laredo,Marshall Islands,502-738-8907
MERCHANT2024,2022-06-28 14:15:54,Geoscape,711 Lake Estate ville,Arizona,Tulsa,Tuvalu,704-994-8724
MERCHANT39622,2021-08-13 21:25:25,LexisNexis,40582 Prairie view,New York,Birmingham,Liechtenstein,474-982-2556
MERCHANT54515,2022-05-27 13:00:51,"Ontodia, Inc",26286 South Keys mouth,Idaho,Honolulu,Mozambique,884-331-7848
MERCHANT64851,2023-02-08 21:26:17,Wheaton World Wide Moving,42051 Lake Springs fort,Idaho,Chicago,New Zealand,477-230-6549
MERCHANT27902,2022-06-04 08:43:54,Compliance and Risks,49843 West Spur port,Massachusetts,Wichita,Mexico,622-251-5997
MERCHANT22299,2020-05-27 14:43:07,Poncho App,2280 Ramp shire,Montana,Buffalo,Ukraine,730-712-0434
MERCHANT40522,2022-05-16 06:24:38,CostQuest,365 East Causeway side,North Dakota,Fort Wayne,Cabo Verde,251-795-5691
MERCHANT43123,2023-10-25 23:07:05,Onvia,68869 Lake Knolls ton,Montana,Minneapolis,Gambia,859-813-7629
MERCHANT36507,2021-03-17 22:49:31,Splunk,202 Road bury,Washington,Fort Worth,Mayotte,249-730-4729
MERCHANT54204,2020-01-13 05:13:10,Vimo,95707 Radial chester,Virginia,Jacksonville,Saudi Arabia,655-106-8411
MERCHANT33087,2022-01-04 16:59:51,Numedii,622 Lodge haven,Hawaii,Kansas,Poland,833-825-0512
MERCHANT34965,2021-09-27 02:43:07,Copyright Clearance Center,72811 Lodge shire,Hawaii,San Francisco,"Saint Helena, Ascension and Tristan da Cunha",843-327-5780
MERCHANT48769,2022-12-17 17:40:49,GreatSchools,278 Heights chester,Ohio,Orlando,Western Sahara,439-147-1556
MERCHANT41333,2020-03-08 23:04:53,DataMarket,22210 Gardens land,Minnesota,New Orleans,Brazil,547-538-5042
MERCHANT27088,2020-01-10 19:49:54,Environmental Data Resources,40168 Inlet haven,West Virginia,Fremont,Tokelau,453-929-3677
MERCHANT47177,2023-06-06 20:42:31,Accela,9079 Port Ports stad,Florida,Las Vegas,Bouvet Island,137-946-2817
MERCHANT7757,2022-05-21 03:34:33,Bekins,7116 Mission berg,Maine,Henderson,Cabo Verde,925-218-3301
MERCHANT15928,2021-06-21 05:52:15,Government Transaction Services,703 North Track furt,Delaware,Charlotte,Venezuela (Bolivarian Republic of),315-283-1818
MERCHANT24172,2023-03-13 00:24:55,Cerner,1409 Glen ton,Kansas,Boston,"Congo, Democratic Republic of the",762-680-1285
MERCHANT53803,2021-04-06 20:33:39,Quid,487 Divide haven,Illinois,Kansas,Hong Kong,100-479-4314
MERCHANT1513,2023-07-30 12:14:48,Everyday Health,5602 Stream burgh,Tennessee,Toledo,Norfolk Island,897-207-6711
MERCHANT4212,2023-05-04 17:49:06,WebFilings,90082 Lake Harbor stad,Mississippi,Long Beach,Spain,927-660-2102
MERCHANT56743,2021-10-24 12:35:25,Analytica,934 Mount berg,Maryland,Jacksonville,New Caledonia,841-159-5787
MERCHANT63540,2021-07-01 21:55:07,Wheaton World Wide Moving,99263 New Springs berg,West Virginia,Glendale,Zambia,720-962-7517
MERCHANT62132,2023-07-19 01:48:16,PeerJ,195 New Run stad,Minnesota,Toledo,Christmas Island,844-482-2820
MERCHANT10912,2023-06-27 04:32:03,Accela,669 Overpass berg,Georgia,Jersey,Belize,598-919-1695
MERCHANT30079,2020-11-05 02:12:44,Capital Cube,13290 Lakes chester,Arkansas,Orlando,Cameroon,148-477-8315
MERCHANT40727,2021-11-05 16:07:00,SigFig,6931 Overpass mouth,New Jersey,Anaheim,Malta,644-400-2248
MERCHANT37705,2021-01-26 23:23:21,Wolters Kluwer,184 West Stravenue town,Oregon,New York City,Maldives,574-882-5983
MERCHANT8115,2023-10-07 16:38:27,iTriage,8525 Lake Turnpike land,Maryland,Scottsdale,Lao People's Democratic Republic,250-535-1583
MERCHANT30681,2020-08-22 12:59:09,Gallup,463 Station furt,Wisconsin,Riverside,Mauritania,009-563-7681
MERCHANT3339,2022-09-20 12:21:09,"FirstPoint, Inc.",654 Garden port,Nebraska,Portland,Kiribati,838-778-1642
MERCHANT34477,2022-06-02 04:00:37,Merrill Corp.,4441 New Spring chester,Iowa,Atlanta,Brazil,262-191-5488
MERCHANT52306,2022-07-16 07:16:13,Poncho App,6950 North Manor view,North Carolina,Albuquerque,Saint Vincent and the Grenadines,385-745-8404
MERCHANT1465,2021-12-30 04:27:43,Pave,16194 Mission side,Florida,San Antonio,Italy,634-751-7475
MERCHANT60181,2022-11-07 23:08:57,Peterson's,977 Junction stad,Pennsylvania,San Diego,French Southern Territories,813-953-6572
MERCHANT65006,2022-12-19 03:04:07,Vital Axiom | Niinja,51375 Forges borough,Michigan,Chula Vista,Canada,389-465-7978
MERCHANT33450,2021-02-08 05:58:43,Innovest Systems,86125 Mall land,North Carolina,Omaha,Antarctica,963-352-6000
MERCHANT21383,2020-03-21 15:47:06,AtSite,40018 Lake Burg ton,West Virginia,Denver,Kazakhstan,496-439-9902
MERCHANT28053,2021-04-26 12:12:37,Municode,3164 West Track haven,Missouri,Laredo,Croatia,155-890-3520
MERCHANT34230,2021-12-10 02:28:17,"Loqate, Inc.",852 Motorway view,New Mexico,Newark,Fiji,565-093-7641
MERCHANT27465,2022-03-25 02:35:29,Evidera,80623 New Plaza ville,Virginia,Detroit,Russian Federation,184-727-8568
MERCHANT7527,2020-11-28 00:21:50,Science Exchange,762 West Fork chester,Wisconsin,Cleveland,Equatorial Guinea,453-728-9658
MERCHANT28332,2022-08-14 07:58:48,MapQuest,1930 Prairie mouth,Delaware,Seattle,Western Sahara,061-653-2447
MERCHANT28149,2022-04-16 05:56:36,AllState Insurance Group,5546 Square side,Washington,Arlington,"Taiwan, Province of China",346-300-3399
MERCHANT11419,2023-04-13 00:14:04,WaterSmart Software,10338 Squares shire,Mississippi,Buffalo,Tonga,619-029-5744
MERCHANT64801,2020-04-19 17:13:34,BizVizz,5717 Summit mouth,South Dakota,Chesapeake,Hungary,447-994-3351
MERCHANT15133,2023-09-22 07:17:40,TrueCar,2335 Highway ville,Ohio,Madison,Korea (Democratic People's Republic of),120-487-0258
MERCHANT57133,2021-07-09 15:32:00,Apextech LLC,3737 Park mouth,Florida,San Diego,Eritrea,773-100-1399
MERCHANT16755,2023-04-02 08:00:16,PolicyMap,36278 East Camp borough,Kansas,Scottsdale,Philippines,723-676-2235
MERCHANT27273,2023-04-14 23:58:25,"Fuzion Apps, Inc.",2799 Well shire,Nevada,San Francisco,Jordan,268-051-6297
MERCHANT17410,2021-01-05 14:16:38,Zonability,2595 Mountain chester,Indiana,Omaha,Northern Mariana Islands,284-740-8246
MERCHANT16960,2021-07-21 05:07:30,Relationship Science,76768 Views chester,Maryland,Aurora,Sri Lanka,431-542-2069
MERCHANT26943,2021-08-30 16:15:54,"OpportunitySpace, Inc.",8719 Terrace town,Alaska,Madison,CuraÃ§ao,532-519-3948
MERCHANT55168,2023-04-25 02:30:47,DataLogix,4828 Point stad,Tennessee,Norfolk,Macao,186-671-5843
MERCHANT2476,2022-12-24 13:24:33,Patently-O,3596 Port Ridges bury,North Dakota,St. Paul,American Samoa,812-807-0543
MERCHANT11380,2022-03-12 08:54:34,Robinson + Yu,236 Port Ridges side,Oregon,Honolulu,Western Sahara,301-372-0165
MERCHANT11486,2021-02-25 04:48:33,"Marinexplore, Inc.",196 North Unions fort,Nebraska,St. Paul,Congo,470-083-0027
MERCHANT34940,2021-03-31 02:50:18,Zurich Insurance (Risk Room),516 Union port,Kansas,Mesa,Brunei Darussalam,508-254-6617
MERCHANT30442,2020-06-07 20:42:59,Predilytics,462 West Stream port,New York,Fremont,Equatorial Guinea,114-960-5146
MERCHANT39531,2020-05-29 16:00:04,Adaptive,93267 Lake Well furt,Nevada,Lincoln,Liechtenstein,479-352-9117
MERCHANT44140,2023-05-23 05:55:28,Epsilon,81063 Mill berg,Colorado,Cleveland,Heard Island and McDonald Islands,143-301-0612
MERCHANT38798,2023-07-31 21:54:04,Politify,7698 West Orchard mouth,Kansas,Portland,Marshall Islands,917-791-6356
MERCHANT53609,2023-07-27 17:58:20,Spikes Cavell Analytic Inc,84066 Oval view,West Virginia,Kansas,United Arab Emirates,782-806-4038
MERCHANT27679,2021-01-15 01:03:58,Mint,633 Port Lock town,South Carolina,Toledo,Burkina Faso,120-801-5991
MERCHANT23131,2021-03-10 08:46:38,Citigroup,97800 South Skyway burgh,Texas,Chandler,Hungary,581-771-6270
MERCHANT44685,2021-09-23 01:34:18,Cloudmade,28211 West Islands bury,Alabama,Aurora,Namibia,377-385-8411
MERCHANT3238,2023-05-14 18:50:44,Business and Legal Resources,151 Greens haven,Oregon,Memphis,Austria,916-597-7972
MERCHANT64450,2023-05-01 17:52:42,Canon,741 North Spur furt,South Carolina,Los Angeles,Timor-Leste,484-372-7673
MERCHANT32130,2020-03-30 11:31:14,Vitals,4184 Lake Flats borough,Wyoming,Oakland,"Saint Helena, Ascension and Tristan da Cunha",665-676-9418
MERCHANT56723,2021-10-11 07:54:01,Merrill Lynch,1904 Lake Lane view,Kansas,Oakland,South Sudan,008-221-6558
MERCHANT58087,2020-05-19 11:42:31,SimpleTuition,373 North Keys shire,Massachusetts,Atlanta,Guam,650-191-8200
MERCHANT24724,2021-01-08 16:24:44,GitHub,3867 South Junctions berg,Arizona,Norfolk,Samoa,676-853-2598
MERCHANT6624,2020-09-19 10:42:19,"Qado Energy, Inc.",143 East Heights shire,Colorado,Omaha,Argentina,189-911-2724
MERCHANT64873,2020-05-31 03:48:24,Synthicity,6643 West Fork port,Alabama,Seattle,Japan,453-247-4628
MERCHANT25046,2022-06-24 03:37:33,Bridgewater,27313 Lake Extensions ton,California,Toledo,Mayotte,295-646-4967
MERCHANT46683,2020-07-09 07:47:13,BuildZoom,58409 Courts chester,Kentucky,Chesapeake,Egypt,554-398-7186
MERCHANT58660,2023-02-10 03:30:04,Seabourne,6096 New Neck town,Wisconsin,Charlotte,Cambodia,298-300-9038
MERCHANT63072,2022-10-08 22:58:00,Orlin Research,33116 East Road ville,Michigan,Chula Vista,Japan,064-627-3596
MERCHANT13004,2021-12-21 05:59:52,SimpleTuition,802 River mouth,South Carolina,Irvine,Saint Lucia,598-666-2950
MERCHANT13229,2023-08-29 09:06:32,SmartProcure,1117 West Meadow land,Missouri,Newark,"Taiwan, Province of China",561-785-4874
MERCHANT12292,2022-02-05 22:45:57,Climate Corporation,2063 Lake ton,Virginia,Laredo,Equatorial Guinea,105-808-2800
MERCHANT6403,2021-02-01 13:04:05,H3 Biomedicine,14962 Fall borough,Florida,Fort Worth,Rwanda,848-985-3749
MERCHANT46186,2020-01-25 00:20:31,"Morningstar, Inc.",30895 New Union mouth,Massachusetts,El Paso,Sudan,691-333-4003
MERCHANT32296,2022-03-09 18:56:49,SpeSo Health,64361 West Ramp berg,Kentucky,San Antonio,North Macedonia,603-148-4290
MERCHANT60368,2023-06-03 09:40:17,Innovest Systems,670 Port Ford port,Colorado,Oakland,Malawi,692-316-0891
MERCHANT23192,2021-09-03 04:46:02,iMedicare,80610 Green stad,Pennsylvania,Chicago,Suriname,273-731-6407
MERCHANT37086,2023-07-16 21:07:12,Panjiva,112 View ton,Nebraska,Columbus,Niger,495-703-8217
MERCHANT43011,2021-10-09 08:39:49,Stamen Design,80951 Square ton,New Jersey,Indianapolis,Heard Island and McDonald Islands,746-263-3781
MERCHANT47262,2023-03-23 12:11:09,TuvaLabs,63318 Lake River burgh,West Virginia,Minneapolis,Uganda,227-589-0280
MERCHANT27618,2022-09-26 01:15:22,CoolClimate,7974 Coves stad,Kentucky,Tampa,French Polynesia,356-651-4352
MERCHANT51298,2020-07-16 05:06:00,Bing,9925 New Path side,Connecticut,Memphis,French Polynesia,315-177-1086
MERCHANT43892,2023-05-15 03:34:38,WebFilings,69721 Ports ville,Kentucky,Hialeah,Zimbabwe,003-986-8024
MERCHANT50248,2021-03-11 09:33:03,PlotWatt,8723 Stravenue mouth,Alaska,Raleigh,South Africa,348-567-3393
MERCHANT38262,2020-02-09 00:37:28,Asset4,7340 North Flats berg,Maryland,Fort Wayne,Chile,741-468-2235
MERCHANT6386,2022-12-29 09:55:49,T. Rowe Price,61252 East Unions furt,Arkansas,Nashville-Davidson,Argentina,738-978-4816
MERCHANT22960,2022-08-24 00:59:27,DataMarket,804 Mountain bury,Colorado,Fort Wayne,Libya,806-940-2628
MERCHANT21429,2021-10-20 05:04:38,US Green Data,8433 North Inlet burgh,Tennessee,Cincinnati,Togo,330-548-1002
MERCHANT10513,2023-08-29 01:36:48,ConnectEDU,5800 New Path chester,Mississippi,Nashville-Davidson,Indonesia,554-041-6939
MERCHANT27439,2023-01-31 06:46:40,Knowledge Agency,714 Cape view,South Carolina,Milwaukee,Cyprus,720-530-3269
MERCHANT28244,2021-05-21 19:33:52,Level One Technologies,5488 North Shores shire,Alaska,Boston,Cambodia,834-204-7188
MERCHANT55160,2021-02-05 05:56:44,WaterSmart Software,49499 North Fields shire,Oregon,Buffalo,Solomon Islands,918-950-3784
MERCHANT15129,2023-01-10 01:56:23,DataMarket,7646 East Drives view,New Jersey,Columbus,Ãland Islands,790-084-2259
MERCHANT26818,2020-12-03 03:10:35,"College Abacus, an ECMC initiative",92737 Port Trail shire,Nebraska,Tucson,Poland,439-874-8433
MERCHANT42973,2020-05-19 09:13:15,48 Factoring Inc.,424 East Branch mouth,Arkansas,Lubbock,Monaco,644-381-1384
MERCHANT61187,2023-08-24 19:40:52,McGraw Hill Financial,33165 View fort,Nevada,Irving,Greece,017-394-6580
MERCHANT8275,2021-04-29 19:58:51,Cloudspyre,845 Villages furt,New Mexico,Birmingham,Gabon,222-539-1445
MERCHANT45514,2021-07-11 15:52:10,Analytica,76057 New Garden burgh,Louisiana,Chicago,Sweden,153-160-3280
MERCHANT1028,2022-04-10 13:40:07,Patently-O,6050 Bypass borough,Kansas,Laredo,Ghana,881-756-3804
MERCHANT11571,2021-05-17 10:46:25,Ensco,556 Lake Springs town,Kansas,Fort Wayne,Zambia,585-752-1209
MERCHANT43345,2022-12-03 19:55:50,Revelstone,187 South Ranch side,Arizona,Anaheim,Gambia,289-310-4908
MERCHANT24631,2021-06-13 07:34:38,Dun & Bradstreet,868 New Summit borough,North Carolina,Dallas,CÃ´te d'Ivoire,048-880-1249
MERCHANT50549,2023-09-23 02:40:20,VitalChek,2776 Roads town,Mississippi,North Las Vegas,Jamaica,269-301-8488
MERCHANT1660,2020-11-23 14:17:49,CARFAX,18819 Viaduct ton,Wisconsin,Chesapeake,Cayman Islands,295-992-7195
MERCHANT44711,2021-11-13 19:07:26,Uber,50296 Port Bypass shire,Virginia,Fremont,American Samoa,420-128-0782
MERCHANT20828,2021-01-02 02:11:36,ClearStory Data,8265 Lake Haven side,New Jersey,San Diego,Ghana,715-528-1815
MERCHANT6695,2020-01-24 20:11:02,SmartAsset,4265 Crossing berg,Idaho,Phoenix,Belize,770-895-3390
MERCHANT9700,2020-07-09 02:45:37,ProPublica,7337 New Underpass town,Oklahoma,Milwaukee,Virgin Islands (British),148-019-9268
MERCHANT39243,2022-11-10 22:30:49,CityScan,3772 Crossroad haven,Connecticut,Riverside,Guatemala,938-029-5506
MERCHANT18097,2022-12-04 12:47:38,gRadiant Research LLC,10865 East Keys haven,Kansas,Kansas,Guinea-Bissau,850-224-4432
MERCHANT29384,2021-10-05 03:54:24,Splunk,3598 North Ville furt,Oregon,Honolulu,Belarus,129-615-0892
MERCHANT16514,2023-01-15 19:03:02,R R Donnelley,51875 West Crest port,Kansas,Mesa,Brazil,000-134-3044
MERCHANT5985,2022-01-25 05:29:13,StreamLink Software,25118 Port Canyon land,Maine,Plano,Micronesia (Federated States of),535-719-9273
MERCHANT32204,2020-01-14 16:14:29,Deloitte,45044 West Trail furt,Vermont,San Antonio,Malaysia,907-693-3751
MERCHANT8901,2023-08-28 20:20:25,Child Care Desk,41884 East Divide bury,North Carolina,Philadelphia,Puerto Rico,525-799-8342
MERCHANT55484,2023-01-30 14:36:20,OSIsoft,2560 Street town,Pennsylvania,Plano,United States Minor Outlying Islands,759-283-4868
MERCHANT56086,2022-05-28 22:37:06,S&P Capital IQ,28955 New Extension fort,Maine,Lincoln,Bouvet Island,650-748-3679
MERCHANT14789,2020-09-08 07:35:45,Rapid Cycle Solutions,1519 West Haven ton,Arizona,Irvine,Liberia,729-941-1653
MERCHANT15989,2021-10-11 05:27:26,Mozio,40782 Isle fort,Louisiana,Oklahoma,CÃ´te d'Ivoire,396-223-9541
MERCHANT16099,2022-02-15 03:51:31,MarketSense,2321 Port Port borough,Connecticut,Oakland,Slovenia,999-121-3003
MERCHANT63181,2022-10-31 21:42:22,Unigo LLC,163 Curve stad,Oregon,St. Paul,Djibouti,066-173-3950
MERCHANT37216,2020-01-23 04:02:54,Alltuition,108 Terrace berg,Rhode Island,Las Vegas,Lithuania,757-149-6995
MERCHANT59595,2023-07-15 17:33:00,Cerner,26461 Expressway stad,Hawaii,Greensboro,Gambia,300-643-4806
MERCHANT51207,2022-06-16 20:02:11,PossibilityU,156 South Summit town,Illinois,Madison,Brunei Darussalam,772-972-1843
MERCHANT52576,2022-06-02 18:34:45,MarketSense,139 Cape haven,Maine,San Jose,Malta,548-662-5812
MERCHANT22125,2023-03-11 15:25:40,Russell Investments,61305 Trail fort,Missouri,Lexington-Fayette,Ireland,669-783-1036
MERCHANT40237,2023-08-24 08:43:56,Ecodesk,3209 Mount bury,Iowa,Houston,Sudan,703-634-5027
MERCHANT15341,2021-03-10 22:11:15,PeerJ,356 New Extension haven,Connecticut,Arlington,France,432-483-8342
MERCHANT24191,2023-05-11 19:14:15,Geoscape,8683 New Lodge ton,Massachusetts,Tucson,Belgium,539-780-8434
MERCHANT54898,2020-12-19 23:07:36,Experian,4194 Lake Park mouth,Missouri,Durham,Bahrain,547-659-8173
MERCHANT11699,2022-01-05 19:05:14,Robinson + Yu,789 Drive furt,Oregon,Newark,"Palestine, State of",953-879-6625
MERCHANT49245,2020-12-14 19:28:39,Simple Energy,502 Trail mouth,New Hampshire,Las Vegas,San Marino,995-092-7809
MERCHANT29698,2020-02-03 12:53:44,Aquicore,390 South Well furt,Nebraska,Greensboro,China,668-907-9518
MERCHANT25767,2020-09-28 13:56:07,ReciPal,9051 Fords stad,Tennessee,Irvine,Cook Islands,600-348-6570
MERCHANT42143,2021-09-27 16:24:00,ZocDoc,292 Locks mouth,Maryland,Chesapeake,Eswatini,242-695-3999
MERCHANT64467,2021-03-07 04:09:54,Dow Jones & Co.,254 East Square side,Wyoming,Wichita,Egypt,050-428-4907
MERCHANT35375,2022-07-10 23:59:52,"LegiNation, Inc.",1188 Lane burgh,Alabama,Pittsburgh,Saint Pierre and Miquelon,670-009-2730
MERCHANT0120,2023-01-15 15:28:10,Think Computer Corporation,883 Lake Village shire,Louisiana,Plano,Netherlands,857-582-0563
MERCHANT49367,2020-08-23 05:12:04,Spokeo,232 Lake Crest shire,New Mexico,Tulsa,Virgin Islands (U.S.),859-127-8246
MERCHANT55190,2023-10-01 20:08:35,First Fuel Software,53227 Lights town,Kansas,Chula Vista,Ethiopia,143-251-3141
MERCHANT24213,2023-04-16 16:20:33,Cloudspyre,555 Stream mouth,Wyoming,Greensboro,Cabo Verde,881-104-3056
MERCHANT0423,2021-06-05 16:03:24,American Red Ball Movers,89733 West Stravenue furt,Utah,Laredo,Panama,211-247-7989
MERCHANT58099,2020-03-23 13:32:03,National Van Lines,65236 Dale land,California,Lubbock,Papua New Guinea,837-897-4160
MERCHANT42285,2023-11-05 03:28:35,Vital Axiom | Niinja,1777 North Crossing berg,Idaho,Chandler,Slovenia,156-016-3622
MERCHANT58890,2020-01-03 18:09:25,Bloomberg,5570 South Ports land,Idaho,Garland,Tokelau,468-245-4082
MERCHANT27176,2020-05-31 03:12:29,SpotCrime,97060 Underpass bury,Idaho,Arlington,Aruba,642-474-7994
MERCHANT34892,2021-06-26 15:09:15,CrowdANALYTIX,864 Port Radial stad,Nevada,San Bernardino,Ethiopia,738-048-5077
MERCHANT60226,2022-03-18 22:11:23,Booz Allen Hamilton,67090 North Plaza fort,Iowa,Riverside,Central African Republic,874-843-7370
MERCHANT31427,2020-05-25 18:14:21,ClearStory Data,8952 Crescent ville,Texas,Virginia Beach,Cocos (Keeling) Islands,177-366-5678
MERCHANT20572,2020-01-31 18:40:08,Fitch,4967 Port Drive shire,Arizona,San Jose,Fiji,865-643-0381
MERCHANT26726,2021-03-30 14:18:10,Berkery Noyes MandASoft,7596 Groves side,Montana,Birmingham,United States of America,323-621-1449
MERCHANT3859,2021-02-13 19:29:10,Sophic Systems Alliance,55584 Mountains bury,Nevada,Phoenix,Sri Lanka,774-711-5123
MERCHANT5810,2022-02-26 18:47:54,Business Monitor International,12662 Lake Square land,Vermont,Oakland,Denmark,610-093-0777
MERCHANT1821,2022-09-30 15:19:05,Knoema,74631 Port Place fort,Idaho,Oakland,Italy,075-467-8793
MERCHANT7374,2021-10-29 01:51:20,IMS Health,554 New Estates bury,Delaware,Long Beach,Ukraine,162-426-4160
MERCHANT38617,2020-02-29 23:58:47,LOVELAND Technologies,549 Mission town,Michigan,Oakland,CÃ´te d'Ivoire,758-753-7590
MERCHANT46842,2023-11-05 23:56:04,TuvaLabs,97474 Pass furt,California,Corpus Christi,Egypt,660-920-7391
MERCHANT61112,2020-12-05 13:19:30,Housefax,8780 Square shire,North Dakota,Fresno,Sao Tome and Principe,778-098-9213
MERCHANT50045,2023-08-21 21:29:39,Acxiom,3288 Estate ville,Alaska,Fort Worth,South Georgia and the South Sandwich Islands,657-363-4505
MERCHANT23237,2021-02-20 02:29:10,DataLogix,288 Fort mouth,Illinois,Fort Wayne,Somalia,592-258-1821
MERCHANT6323,2022-09-03 19:55:59,Investormill,969 Port Estates furt,Pennsylvania,Las Vegas,Macao,294-276-7301
MERCHANT32661,2023-09-15 10:04:06,"Govzilla, Inc.",688 Lake Highway mouth,Arkansas,San Diego,Botswana,470-983-0517
MERCHANT44412,2022-01-10 01:18:26,InCadence,208 Harbor port,Connecticut,New York City,Cambodia,457-472-8984
MERCHANT63569,2020-06-03 14:21:23,Wheaton World Wide Moving,630 North Loop mouth,Iowa,Milwaukee,Viet Nam,762-061-1210
MERCHANT36130,2023-03-08 20:20:05,Housefax,60672 Overpass bury,Missouri,Hialeah,Anguilla,176-664-1724
MERCHANT42567,2022-06-20 13:29:12,Robinson + Yu,89381 Lake Field port,Alabama,Cleveland,Burkina Faso,244-395-1903
MERCHANT36934,2021-10-19 20:48:05,"Lumesis, Inc.",68682 Square land,Texas,Wichita,Sierra Leone,520-342-9148
MERCHANT24834,2023-08-06 20:34:39,Cappex,290 North Road mouth,Arizona,Las Vegas,Jordan,495-449-3815
MERCHANT15050,2022-05-26 18:00:29,HERE,14350 Port Expressway borough,South Dakota,Lubbock,Singapore,414-173-7962
MERCHANT47109,2021-07-10 03:45:10,Ceiba Solutions,5397 Lake Passage ville,South Carolina,Seattle,Viet Nam,742-553-7549
MERCHANT64502,2023-06-21 05:46:00,Innography,8615 West Street borough,Indiana,Indianapolis,Bangladesh,980-054-7031
MERCHANT33151,2021-12-05 11:11:44,NuCivic,15881 Mall town,Florida,Baltimore,India,570-849-1370
MERCHANT43480,2021-02-03 20:01:09,CareSet Systems,5657 Ville side,Utah,Las Vegas,Mongolia,588-188-9783
MERCHANT8933,2023-06-04 03:42:51,Liquid Robotics,2692 Lake Walk burgh,Mississippi,New York City,Burundi,428-816-2199
MERCHANT62488,2022-05-07 15:08:05,Xignite,8023 Port Circle haven,Indiana,San Diego,Ghana,869-631-7857
MERCHANT6789,2022-11-04 05:08:33,Smart Utility Systems,2372 New Coves town,Ohio,Louisville/Jefferson,Greece,938-751-0408
MERCHANT42669,2021-10-16 05:51:00,RedLaser,123 West Way berg,Ohio,Atlanta,Brazil,464-018-0255
MERCHANT23660,2022-10-09 16:22:31,nGAP Incorporated,447 Manors mouth,New Hampshire,Portland,Belgium,033-635-5396
MERCHANT32440,2022-10-05 18:01:33,WaterSmart Software,708 Port Walks fort,Texas,San Francisco,United States Minor Outlying Islands,989-134-8723
MERCHANT18323,2020-09-01 10:06:41,Bing,189 Falls ton,Maryland,Dallas,San Marino,798-611-3442
MERCHANT40629,2021-09-08 08:21:58,SigFig,70545 West Plains borough,Washington,Jersey,Portugal,880-719-5793
MERCHANT2162,2023-08-27 17:38:20,Careset.com,73139 East Mountains land,Maine,Fort Wayne,Philippines,569-879-3418
MERCHANT23434,2021-05-28 00:50:37,Owler,3750 New Meadow mouth,West Virginia,Phoenix,Afghanistan,842-312-4504
MERCHANT53211,2022-03-16 10:36:53,IW Financial,538 Cliffs town,Tennessee,Glendale,Slovenia,052-842-0007
MERCHANT55195,2020-07-28 04:33:42,Fujitsu,4750 East Mountains view,Arizona,San Francisco,Nigeria,362-965-8105
MERCHANT39684,2021-02-24 14:07:03,PlanetEcosystems,50300 North Streets shire,Hawaii,Phoenix,Greenland,773-772-8223
MERCHANT2178,2023-08-25 07:24:25,PlaceILive.com,83978 Inlet mouth,Maryland,Omaha,Senegal,586-729-2251
MERCHANT59492,2020-03-13 15:02:44,StreamLink Software,91848 Cove mouth,Massachusetts,San Francisco,Armenia,794-432-2040
MERCHANT60522,2020-01-20 17:10:38,LegiStorm,986 Lake Ridge land,Missouri,Boston,"Korea, Republic of",416-436-0686
MERCHANT28078,2020-05-13 18:09:37,indoo.rs,534 Lake Camp ton,Arkansas,Corpus Christi,Trinidad and Tobago,990-446-0448
MERCHANT12685,2022-02-08 17:01:09,Yelp,92399 New Mountains haven,Vermont,Chula Vista,Montserrat,760-873-5993
MERCHANT8743,2023-07-18 02:33:02,Social Explorer,39198 New Court furt,Hawaii,Phoenix,Ecuador,014-528-2189
MERCHANT5111,2023-03-05 04:38:56,S&P Capital IQ,33229 New Lane furt,Pennsylvania,St. Louis,Kiribati,554-719-0813
MERCHANT15659,2020-08-02 13:28:49,Booz Allen Hamilton,56825 South Prairie stad,Kansas,Toledo,Antigua and Barbuda,376-584-3148
MERCHANT30964,2023-09-29 08:53:51,Fidelity Investments,3169 Plains land,Georgia,Charlotte,Jordan,453-348-7577
MERCHANT61723,2022-08-22 05:17:46,Healthgrades,61506 North Street chester,New Mexico,Orlando,Netherlands,847-894-2264
MERCHANT35779,2022-03-29 00:37:55,Maponics,9602 Avenue chester,Illinois,Sacramento,Malaysia,782-364-7082
MERCHANT51108,2022-11-13 03:29:28,Google Public Data Explorer,3103 Lake Divide town,Minnesota,Plano,Kuwait,307-640-7200
MERCHANT62470,2020-09-13 23:05:45,TagniFi,6708 East Drive mouth,Louisiana,Honolulu,Wallis and Futuna,092-860-0217
MERCHANT0078,2020-12-26 02:56:09,Paxata,810 Point borough,Georgia,Glendale,Saudi Arabia,904-999-6827
MERCHANT25016,2021-07-14 01:07:23,LegiStorm,3227 Port Creek stad,Oklahoma,Seattle,Kazakhstan,587-944-1042
